tag,id,level_1_cluster,level_1_membership_0,level_1_membership_1,level_1_membership_2,level_1_membership_3,level_1_membership_4,level_1_membership_5,level_1_membership_6,level_1_membership_7,level_2_cluster,level_2_membership_0,level_2_membership_1,level_2_membership_2,level_2_membership_3,level_2_membership_4,level_2_membership_5,level_2_membership_6,level_2_membership_7,level_3_cluster,level_3_membership_0,level_3_membership_1,level_3_membership_2,level_3_membership_3,level_3_membership_4,level_3_membership_5,level_3_membership_6,level_3_membership_7,level_4_cluster,level_4_membership_0,level_4_membership_1,level_4_membership_2,level_4_membership_3,level_4_membership_4,level_4_membership_5,level_4_membership_6,level_4_membership_7,cluster,level_1_path_membership_0,level_1_path_membership_1,level_2_path_membership_0_0,level_2_path_membership_0_1,level_2_path_membership_1_0,level_2_path_membership_1_1,level_3_path_membership_0_0_0,level_3_path_membership_0_0_1,level_3_path_membership_0_1_0,level_3_path_membership_0_1_1,level_3_path_membership_1_0_0,level_3_path_membership_1_0_1,level_3_path_membership_1_1_0,level_3_path_membership_1_1_1,level_4_path_membership_0_0_0_0,level_4_path_membership_0_0_0_1,level_4_path_membership_0_0_1_0,level_4_path_membership_0_0_1_1,level_4_path_membership_0_1_0_0,level_4_path_membership_0_1_0_1,level_4_path_membership_0_1_1_0,level_4_path_membership_0_1_1_1,level_4_path_membership_1_0_0_0,level_4_path_membership_1_0_0_1,level_4_path_membership_1_0_1_0,level_4_path_membership_1_0_1_1,level_4_path_membership_1_1_0_0,level_4_path_membership_1_1_0_1,level_4_path_membership_1_1_1_0,level_4_path_membership_1_1_1_1,cluster_path,is_noise,noise_level,leaf_level
World,10,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.6043955241689822,0.3956044758310177,0.3021977527205737,0.30219777144840854,0.1978022782495344,0.1978021975814833,0.15109890514593963,0.15109884757463404,0.15109880263545147,0.15109896881295706,0.09890108237134844,0.09890119587818595,0.09890110942291548,0.09890108815856781,0.07554946597640297,0.07554943916953666,0.07554940655956573,0.07554944101506832,0.07554939135949276,0.07554941127595871,0.07554945616107439,0.07554951265188266,0.04945053402695216,0.04945054834439627,0.049450594434695586,0.04945060144349039,0.04945054281137695,0.04945056661153853,0.04945054263469641,0.0494505455238714,noise,True,1,-1
World,11,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5602492206787183,0.43975077932128165,0.28012455806054704,0.28012466261817126,0.219875355130836,0.21987542419044565,0.14006231337407063,0.1400622446864764,0.14006241276672632,0.14006224985144494,0.1099376957336859,0.1099376593971501,0.10993771928983019,0.10993770490061545,0.07003113131626049,0.07003118205781014,0.07003111425422714,0.07003113043224926,0.07003119705191697,0.07003121571480933,0.0700311329963443,0.07003111685510065,0.05496885034121641,0.054968845392469504,0.05496883083934241,0.054968828557807686,0.05496887559325705,0.05496884369657313,0.05496885253178646,0.054968852368828994,noise,True,1,-1
World,12,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5083010953700655,0.4916989046299345,0.254150555206618,0.2541505401634475,0.24584947716524672,0.24584942746468777,0.12707528327746412,0.1270752719291539,0.12707518689629724,0.12707535326715028,0.12292474169295493,0.12292473547229178,0.12292470107084438,0.12292472639384339,0.06353764283380653,0.06353764044365759,0.06353763772090597,0.06353763420824793,0.06353758102788841,0.06353760586840884,0.06353769573487987,0.0635376575322704,0.061462367379895126,0.0614623743130598,0.06146237169334671,0.06146236377894507,0.06146234777856957,0.0614623532922748,0.06146236678609639,0.06146235960774699,noise,True,1,-1
World,13,0,0.7449876013396404,0.25501239866035974,,,,,,,1,0.4999997827334522,0.5000002172665478,,,,,,,0,0.5000020308297716,0.4999979691702285,,,,,,,1,0.49999963258031005,0.50000036741969,,,,,,,1,0.7449876013396403,0.25501239866035974,0.3724936388089358,0.3724939625307044,0.12750621496398176,0.12750618369637798,0.18624680380195613,0.18624683500697972,0.18624773773718103,0.18624622479352332,0.06375310207130527,0.06375311289267648,0.06375309369231441,0.06375309000406357,0.09312338170827161,0.09312342209368452,0.09312342395230051,0.09312341105467921,0.09312380043750446,0.09312393729967657,0.09312303531278568,0.09312318948073764,0.0318765509065007,0.031876551164804576,0.031876554609036996,0.031876558283639486,0.03187654114670192,0.03187655254561249,0.031876543270872366,0.03187654673319121,0/1/0/1,False,-1,4
World,14,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5438531414960669,0.45614685850393305,0.27192653363814884,0.27192660785791806,0.22807340418606573,0.22807345431786735,0.13596326857656366,0.13596326506158515,0.13596328091357743,0.13596332694434066,0.11403667649472715,0.11403672769133857,0.11403673923122151,0.11403671508664583,0.06798163455993037,0.06798163401663329,0.06798164058343271,0.06798162447815242,0.06798164238435998,0.06798163852921743,0.0679816549992915,0.06798167194504914,0.057018335616114295,0.057018340878612864,0.0570183635483193,0.05701836414301927,0.0570183673637192,0.057018371867502325,0.057018358765277784,0.05701835632136804,noise,True,1,-1
World,15,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.6540207195030924,0.3459792804969076,0.3270103482212588,0.3270103712818336,0.17298964554195737,0.17298963495495026,0.16350515300263838,0.16350519521862042,0.16350514497668647,0.16350522630514708,0.08649481906132189,0.08649482648063546,0.08649481981400185,0.08649481514094842,0.08175258019354895,0.08175257280908943,0.08175256423651547,0.08175263098210496,0.08175252788982891,0.08175261708685755,0.0817525759700312,0.08175265033511588,0.04324740905591949,0.0432474100054024,0.04324741318733003,0.043247413293305434,0.043247407742701555,0.0432474120713003,0.043247407447169574,0.04324740769377885,noise,True,1,-1
World,16,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.6260961265438233,0.3739038734561767,0.3130480366526653,0.313048089891158,0.1869519046462314,0.18695196880994527,0.15652401504009675,0.1565240216125685,0.15652387012692096,0.15652421976423705,0.09347595730777607,0.09347594733845535,0.09347601278540471,0.09347595602454055,0.07826199074381535,0.07826202429628143,0.07826200000232543,0.07826202161024308,0.07826192578591745,0.07826194434100352,0.07826211882140116,0.0782621009428359,0.04673797654620047,0.0467379807615756,0.046737976842796056,0.046737970495659295,0.046738015853880856,0.04673799693152387,0.046737984474912085,0.046737971549628464,noise,True,1,-1
World,17,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.49748013899428495,0.502519861005715,0.24874006175584498,0.24874007723843994,0.25125988763535506,0.25125997337036,0.12437002734119182,0.12437003441465318,0.12437007140359113,0.12437000583484878,0.12562995634072815,0.1256299312946269,0.12562997688896177,0.12562999648139822,0.062185015318180735,0.062185012023011084,0.062185022161733106,0.06218501225292008,0.06218504830715029,0.06218502309644084,0.0621850110550178,0.06218499477983098,0.06281497922744046,0.06281497711328768,0.06281496643262852,0.06281496486199839,0.06281499570149479,0.06281498118746698,0.06281498731090804,0.0628150091704902,noise,True,1,-1
World,18,0,0.7169327046714817,0.2830672953285183,,,,,,,0,0.5000000803094881,0.49999991969051194,,,,,,,0,0.5000003124678184,0.4999996875321816,,,,,,,1,0.4999997584477573,0.5000002415522428,,,,,,,1,0.7169327046714816,0.2830672953285184,0.35846640991223927,0.35846629475924235,0.14153367035366635,0.141533624974852,0.1792333169653367,0.17923309294690257,0.1792332651769006,0.17923302958234177,0.07076683290914483,0.0707668374445215,0.0707668114671602,0.0707668135076918,0.08961661518845866,0.08961670177687804,0.08961655439759751,0.08961653854930504,0.08961659159371589,0.08961667358318472,0.08961649791421877,0.089616531668123,0.03538341335022061,0.03538341955892421,0.03538341648939345,0.03538342095512805,0.03538340519671766,0.035383406270442536,0.0353834040188535,0.035383409488838294,0/0/0/1,False,-1,4
World,19,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5902069435152522,0.40979305648474784,0.2951034467587325,0.2951034967565196,0.20489648796634047,0.20489656851840737,0.14755174726182121,0.1475516994969113,0.1475517906530505,0.1475517061034691,0.10244825069163542,0.10244823727470506,0.10244830759393006,0.10244826092447733,0.07377584843814082,0.0737758988236804,0.0737758482081439,0.0737758512887674,0.07377587204234755,0.07377591861070294,0.07377584867519404,0.07377585742827505,0.05122412382302781,0.051224126868607604,0.051224121336465395,0.051224115938239674,0.051224169944638104,0.05122413764929196,0.05122413750650487,0.051224123417972466,noise,True,1,-1
World,20,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5404424830230156,0.45955751697698444,0.2702212435849053,0.2702212394381102,0.2297787547655529,0.22977876221143154,0.13511059220273217,0.13511065138217312,0.13511060203120356,0.13511063740690668,0.11488940094133526,0.11488935382421765,0.1148893952940683,0.11488936691736325,0.06755530136022173,0.06755529084251044,0.06755533224908158,0.06755531913309155,0.06755531613580548,0.06755528589539807,0.06755530803508697,0.0675553293718197,0.05744470239040514,0.05744469855093014,0.057444675522109016,0.05744467830210863,0.05744469478890713,0.05744470050516116,0.05744468779021739,0.05744467912714586,noise,True,1,-1
World,21,0,0.6779394622126986,0.3220605377873013,,,,,,,0,0.5000000945472622,0.49999990545273787,,,,,,,1,0.4999999130660753,0.5000000869339247,,,,,,,1,0.4999997249409126,0.5000002750590874,,,,,,,1,0.6779394622126985,0.3220605377873015,0.3389697952036694,0.3389696670090292,0.16103028056475724,0.16103025722254422,0.16948486813386007,0.1694849270698093,0.1694849229964267,0.16948474401260252,0.08051513408248265,0.08051514648227459,0.08051512725105088,0.08051512997149335,0.084742462510926,0.08474240562293406,0.08474241691653528,0.08474251015327403,0.08474242253801778,0.08474250045840892,0.08474231367918883,0.0847424303334137,0.04025757069989524,0.04025756338258741,0.0402575732856743,0.04025757319660029,0.04025755657005436,0.040257570680996516,0.04025756160258752,0.04025756836890583,0/0/1/1,False,-1,4
World,22,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5975407021351586,0.4024592978648414,0.298770277320935,0.29877042481422367,0.2012295948336994,0.20122970303114202,0.14938514132765635,0.14938513599327866,0.1493849066390289,0.14938551817519477,0.10061481225135058,0.10061478258234882,0.10061484954951082,0.10061485348163118,0.07469256431878325,0.07469257700887308,0.07469254806594404,0.0746925879273346,0.07469243326314944,0.07469247337587946,0.0746927704439431,0.07469274773125167,0.050307405953837814,0.05030740629751276,0.05030739282125211,0.050307389761096714,0.050307426658845376,0.050307422890665435,0.05030743068078002,0.05030742280085117,noise,True,1,-1
World,23,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5250510866503719,0.47494891334962813,0.2625255405755465,0.26252554607482537,0.23747445325496822,0.23747446009465992,0.13126274468586832,0.13126279588967818,0.13126276344183452,0.13126278263299088,0.11873721511445098,0.11873723814051725,0.11873724533840947,0.11873721475625046,0.06563137292040282,0.06563137176546549,0.06563138668277209,0.06563140920690608,0.06563138553487853,0.065631377906956,0.06563137531659828,0.0656314073163926,0.059368611831196606,0.05936860328325437,0.05936861675405405,0.05936862138646321,0.05936863206160833,0.05936861327680114,0.059368617219939177,0.05936859753631128,noise,True,1,-1
World,24,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5961583911987108,0.40384160880128905,0.2980792058848908,0.29807918531382,0.20192079163994128,0.20192081716134777,0.14903957102170134,0.14903963486318947,0.14903951227010862,0.14903967304371138,0.10096039443774983,0.10096039720219144,0.10096041372234092,0.10096040343900686,0.07451977641597966,0.07451979460572168,0.0745198456142667,0.07451978924892277,0.0745197734510286,0.07451973881908003,0.07451981474344968,0.07451985830026171,0.05048018982345527,0.05048020461429455,0.050480194123417144,0.0504802030787743,0.05048021516383752,0.0504801985585034,0.050480212009990956,0.05048019142901591,noise,True,1,-1
World,25,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.6717114626230796,0.3282885373769204,0.33585576916203785,0.3358556934610416,0.1641442660568688,0.1641442713200516,0.16792797194589262,0.1679277972161452,0.1679276942728935,0.1679279991881481,0.08207213028264006,0.08207213577422877,0.08207212653779888,0.08207214478225273,0.08396398129063433,0.0839639906552583,0.08396390884573032,0.08396388837041488,0.08396382986085384,0.08396386441203967,0.08396400736662916,0.08396399182151892,0.041036061827981855,0.04103606845465821,0.04103606652228978,0.04103606925193899,0.04103607159914463,0.04103605493865426,0.04103607159850503,0.041036073183747704,noise,True,1,-1
World,26,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5400538177155899,0.45994618228441,0.2700268849423741,0.2700269327732158,0.22997303349489484,0.22997314878951514,0.13501345241585808,0.13501343252651601,0.1350134515994576,0.13501348117375825,0.11498652519977837,0.11498650829511649,0.11498659284148088,0.11498655594803425,0.06750671493437159,0.0675067374814865,0.0675067105345647,0.06750672199195132,0.06750672436844703,0.06750672723101057,0.0675067460298064,0.06750673514395185,0.057493267719553015,0.057493257480225345,0.057493255195019397,0.057493253100097085,0.057493314515382594,0.05749327832609829,0.05749328274047279,0.05749327320756148,noise,True,1,-1
World,27,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5712806991808741,0.4287193008191259,0.28564027503985007,0.285640424141024,0.21435959135624197,0.21435970946288394,0.14282011899746375,0.14282015604238632,0.1428206162536029,0.1428198078874211,0.10717982084397089,0.10717977051227107,0.10717989000615556,0.10717981945672837,0.07141004962241042,0.07141006937505333,0.07141007771915836,0.07141007832322796,0.0714102893159919,0.07141032693761101,0.07140989735961403,0.07140991052780708,0.05358990645436093,0.053589914389609965,0.05358988538508602,0.053589885127185044,0.05358993411419669,0.05358995589195887,0.05358991403957985,0.05358990541714854,noise,True,1,-1
World,28,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.5073901587285704,0.4926098412714296,0.25369507997541507,0.2536950787531554,0.24630491153413725,0.24630492973729234,0.12684754203595,0.1268475379394651,0.1268476144090881,0.1268474643440673,0.12315244966380602,0.12315246187033123,0.12315247693050937,0.12315245280678297,0.06342376541185898,0.06342377662409102,0.06342377207291021,0.06342376586655488,0.06342379746749052,0.06342381694159757,0.06342372253847049,0.0634237418055968,0.06157623008062634,0.06157621958317969,0.061576228061903264,0.061576233808427965,0.06157621329239646,0.06157626363811291,0.061576229119797134,0.06157622368698585,noise,True,1,-1
World,29,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.6500211848936824,0.3499788151063175,0.325010587431077,0.32501059746260536,0.17498939749258188,0.17498941761373565,0.16250521094527356,0.16250537648580346,0.1625058052382224,0.162504792224383,0.08749470235079787,0.08749469514178403,0.08749470818881477,0.08749470942492088,0.08125260481387593,0.08125260613139762,0.08125272167327686,0.08125265481252658,0.0812529246069001,0.08125288063132229,0.08125235284850647,0.0812524393758765,0.04374735492609158,0.04374734742470629,0.043747347155440784,0.043747347986343235,0.04374735449125463,0.043747353697560144,0.043747356182838336,0.04374735324208254,noise,True,1,-1
World,30,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.47247377418777287,0.5275262258122272,0.23623687696804688,0.23623689721972602,0.26376308930126935,0.26376313651095784,0.11811843427216039,0.11811844269588648,0.11811837974679895,0.11811851747292705,0.13188154292861498,0.13188154637265437,0.13188159099631605,0.1318815455146418,0.05905921739561589,0.059059216876544494,0.05905922756394702,0.059059215131939444,0.059059195913333626,0.05905918383346532,0.05905926609634886,0.05905925137657819,0.06594077749209482,0.06594076543652017,0.06594077723046672,0.06594076914218765,0.06594076368605493,0.06594082731026112,0.06594077229949148,0.06594077321515031,noise,True,1,-1
World,31,0,0.7637367652710417,0.23626323472895822,,,,,,,0,0.5000004803244872,0.4999995196755129,,,,,,,0,0.5000006167669628,0.4999993832330372,,,,,,,0,0.5000010483429127,0.49999895165708735,,,,,,,0,0.7637367652710418,0.23626323472895816,0.38186874947699107,0.3818680157940509,0.11813164334434803,0.11813159138461013,0.19093461026252434,0.19093413921446672,0.19093375149259204,0.19093426430145888,0.059065821648185926,0.059065821696162105,0.05906578942268908,0.05906580196192106,0.09546750529620768,0.09546710496631668,0.09546709857045224,0.09546704064401453,0.09546685626536872,0.09546689522722333,0.09546711908489228,0.09546714521656662,0.029532907609450695,0.029532914038735227,0.029532909775137867,0.029532911921024238,0.02953289242461623,0.029532896998072856,0.029532897466941658,0.0295329044949794,0/0/0/0,False,-1,4
World,32,0,0.7118737736177675,0.28812622638223256,,,,,,,1,0.4999998692506038,0.5000001307493962,,,,,,,1,0.4999981894908651,0.500001810509135,,,,,,,1,0.4999994616643844,0.5000005383356156,,,,,,,1,0.7118737736177675,0.2881262263822325,0.3559367937318177,0.3559369798859498,0.1440631258603806,0.14406310052185192,0.1779684122764688,0.17796838145534888,0.17796784551582134,0.17796913437012846,0.07203154816790738,0.0720315776924732,0.0720315505519382,0.07203154996991373,0.08898422884822223,0.08898418342824659,0.08898416277126618,0.08898421868408268,0.08898388788501703,0.08898395763080433,0.08898447137794065,0.08898466299218781,0.0360157719564466,0.036015776211460786,0.036015789631720335,0.03601578806075287,0.03601576440772208,0.036015786144216126,0.036015774344981745,0.03601577562493199,0/1/1/1,False,-1,4
World,33,0,0.683205502623092,0.316794497376908,,,,,,,0,0.5000004360399081,0.49999956396009193,,,,,,,1,0.49999981517587927,0.5000001848241208,,,,,,,0,0.5000006166715851,0.4999993833284149,,,,,,,0,0.6832055026230919,0.3167944973769081,0.3416030492164105,0.3416024534066814,0.15839728242243134,0.15839721495447676,0.17080146147172204,0.17080158774468843,0.17080128196194078,0.17080117144474058,0.07919862898813734,0.07919865343429398,0.07919860150359893,0.07919861345087784,0.08540078397382778,0.08540067749789426,0.08540089920083005,0.08540068854385836,0.08540064913117365,0.08540063283076714,0.0854005732980475,0.0854005981466931,0.039599311045226925,0.03959931794291042,0.03959932541049337,0.0395993280238006,0.03959929845079133,0.039599303052807594,0.039599307763519075,0.03959930568735877,0/0/1/0,False,-1,4
World,34,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,-1,0.631800095727604,0.36819990427239596,0.3158999197073748,0.31590017602022913,0.18409996167669315,0.1840999425957028,0.15794997224882942,0.1579499474585454,0.15795063319174413,0.15794954282848497,0.09204998644631582,0.09204997523037735,0.09204998411733566,0.09204995847836715,0.07897497351282805,0.07897499873600136,0.07897497563911371,0.07897497181943168,0.07897527836472727,0.07897535482701683,0.07897477795405017,0.07897476487443478,0.046024994188691236,0.04602499225762458,0.04602498879899928,0.046024986431378055,0.04602497942508182,0.04602500469225384,0.04602497561615389,0.046024982862213265,noise,True,1,-1
